"word" "definition"
"무-산계" "고려 시대에, 향리(鄕吏)ㆍ노병(老兵)ㆍ탐라(耽羅)의 왕족ㆍ여진(女眞)의 추장ㆍ공장(工匠)ㆍ악인(樂人)에게 준 위계(位階). 문무 양반에게 준 문산계와 대비되는 위계였다."
"무-산계" "조선 시대에, 무신들에게 주던 관계(官階). 조선 태조 1년(1392)에 새로운 관제를 실시하면서 정삼품에서 종팔품까지 모두 20 품계를 두었고 세종 때에 이르러 정구품과 종구품의 두 품계를 더 갖추었다."
