"word" "definition"
"월사-집" "조선 시대의 문인 이정구(李廷龜)의 문집. 인조 14년(1636)에 최유해(崔有海)가 펴냈으며, 시(詩), 강어(講語), 정문(呈文), 계(啓), 강의(講義), 의(議), 상량문(上樑文), 서(序), 기(記), 묘지(墓誌), 교서(敎書), 표(表), 조천 기사(朝天紀事), 소(疏), 교명문(敎命文) 따위의 세사 만반(世事萬般)에 걸쳐 실었다. 77권 22책."
