"word" "definition"
"지역^사회^교육" "지역 사회의 생활, 문화, 필요, 활동에 그 기초를 두고 이에 적응하도록 하는 교육. 교육의 목적은 지역 사회 생활의 발전과 그 필요에서 찾으며, 교과 과정은 지역 사회 생활의 중요한 문제나 과정을 중핵으로 하여 계획ㆍ운영하고, 학습 활동에 있어서는 지역 사회의 인적ㆍ물적 자원을 최대한도로 이용한다. ≒지역 사회 중심 교육."
