"word" "definition"
"김-동인" "소설가(1900~1951). 호는 금동(琴童)ㆍ춘사(春士). 1919년에 우리나라 최초의 순수 문예 동인지 ≪창조≫를 발간하였고, 사실주의적 수법과 문장의 혁신을 보여 주었다. 작품에 단편 , , , 장편  따위가 있다."
