"word" "definition"
"제사^선천" "색계 사선천 가운데 넷째 선천. 마음이 평정하고 등정한 제4선정(禪定)에 의하여 나는 하늘이다. 무운(無雲), 복생(福生), 광과(廣果), 무상(無想), 무번(無煩), 무열(無熱), 선견(善見), 선현(善現), 색구경(色究竟)의 아홉 하늘이 있는데 앞의 네 하늘에는 범부가, 무번천에는 외도(外道)가 있으며, 뒤의 네 하늘에는 성인이 산다고 한다."
