"word" "definition"
"머리-뼈" "척추동물의 머리를 이루는 뼈를 통틀어 이르는 말. 사람의 경우 뇌를 싸는 마루뼈, 이마뼈, 벌집뼈, 나비뼈, 뒤통수뼈, 관자뼈와 얼굴을 이루는 코뼈, 눈물뼈, 광대뼈, 위턱뼈, 아래턱뼈, 입천장뼈, 보습뼈, 코선반뼈 등이 있다. ≒골머리뼈ㆍ노골03(顱骨)ㆍ두개ㆍ두개골ㆍ두골ㆍ두해01(頭骸)ㆍ신경 두개. "
