"word" "definition"
"참요" "시대적 상황이나 정치적 징후 따위를 암시하는 민요. 신라의 멸망과 고려의 건국을 암시한 , 조선의 건국을 암시한 , 미나리와 장다리로 인현 왕후와 장 희빈을 관련지어 노래한  따위가 여기에 속한다. ≒요참02."
