"word" "definition"
"상습-범" "어떤 범죄를 상습적으로 저지름으로써 성립하는 범죄. 또는 그런 죄를 지은 사람. 상해, 강도, 공갈, 도박, 방화, 사기, 절도, 폭행, 협박 따위가 있다. ≒관행범."
