"word" "definition"
"로런스" "영국의 초상화가(1769~1830). 23세에 궁정 화가가 되었으며, 로열 아카데미 회원으로 귀족 취미에 맞는 화풍으로 많은 유명 인사의 초상을 그려 명성을 떨쳤다. 작품에 , ,  따위가 있다."
