"word" "definition"
"누룩-치" "산형과의 여러해살이풀. 높이는 50~100cm이며, 잎은 깃 모양으로 갈라지고 잎자루가 길다. 여름에 흰 꽃이 복산형 화서로 가지 끝에 피고 열매는 둥근 모양으로 익는다. 연한 줄기는 식용한다. 깊은 산에 자라는데 우리나라 각지에 분포한다. ≒개우산풀ㆍ왜우산풀. (Pleurospermum camtschaticum) "
