"word" "definition"
"땅-나리" "백합과의 여러해살이풀. 높이는 30~100cm이고 비늘줄기는 작으며, 잎은 어긋나고 선 모양으로 끝이 뾰족하다. 7월에 짙은 홍색 꽃이 1~8개가 밑을 향하여 피고 뿌리줄기는 식용한다. 들에서 자라는데 한국의 강원ㆍ경기ㆍ전남ㆍ제주ㆍ충북ㆍ황해도, 일본, 중국, 아무르, 대만 등지에 분포한다. (Lilium callosum) "
