"word" "definition"
"고분자^복합^재료" "하나의 고분자 물질에 다른 고분자 물질이나 고분자 물질이 아닌 물질을 섞어서 만든 재료. 재료의 강도나 경도, 열전도율, 전기 전도율 따위를 개선하거나, 물이나 열, 화학 약품 따위에 견디는 성질 따위를 개선하는 데 쓴다. 비행기, 배, 로켓, 자동차, 기계 부품 따위를 만드는 데 쓴다."
