"word" "definition"
"레오나르도 다빈치" "이탈리아의 화가ㆍ건축가ㆍ조각가(1452~1519). 피렌체의 빈민 출신으로 화가, 군사 토목 고문 등의 경력을 쌓은 후, 프랑스 왕조에 6년간 초빙되었다. 예술 활동에서는 회화에 , , ,  따위를 그렸고, 해부학에서도 큰 업적을 남겼다. 그 외에 천문학, 물리학, 지리학, 토목학, 병기 공학, 생물학 따위에서도 독창적인 연구 및 발명을 하였고 음악에도 뛰어난 소질이 있었다. 예술과 과학에 대한 수기ㆍ기록 따위를 남겼으며, 일생을 독신으로 지냈다. ≒다빈치."
