"word" "definition"
"이충무공-전서" "조선 선조 때 이순신의 전집(全集). 정조 19년(1795)에 왕명에 따라 윤행임(尹行恁)이 편집, 간행하였다. 교유(敎諭), 도설(圖說), 세보(世譜), 연표(年表), 시(詩), 잡저(雜著), 장계(狀啓), 난중일기, 부록 따위가 실려 있고, 책 머리에는 정조의 윤음(綸音)이 실려 있다. 14권 8책의 인본(印本)."
