"word" "definition"
"김-만중" "조선 후기의 문신ㆍ소설가(1637~1692). 자는 중숙(重叔). 호는 서포(西浦). 공조 판서, 홍문관 대제학을 지냈다. 한글 소설 문학의 선구자로서, 작품에 , , 저서에 ≪서포만필(西浦漫筆)≫ 따위가 있다."
