"word" "definition"
"윤-선도" "조선 중기의 문신ㆍ시조 작가(1587~1671). 자는 약이(約而). 호는 고산(孤山)ㆍ해옹(海翁). 치열한 당쟁으로 일생을 거의 벽지의 유배지에서 보냈으나, 경사(經史)ㆍ의약ㆍ복서(卜筮)ㆍ음양지리에 해박하고, 특히 시조에 뛰어났다. 가사 문학의 대가인 정철과 더불어 시조 문학의 대가로서 국문학사상 쌍벽을 이루며, 특히 자연을 시로써 승화시킨 뛰어난 시인이었다. 문집 ≪고산유고≫에 시조 77수와 한시문 외에 2책의 가첩(歌帖)이 전한다. 작품으로 , , , ,  따위가 있다."
