"word" "definition"
"사진-판" "사진 제판법에 의하여 만든 인쇄판을 통틀어 이르는 말. 콜로타이프, 사진 동판, 사진 아연 철판, 사진 석판, 그라비어, 삼색판 따위가 있으며, 제법(製法)에 따라 철판(凸版), 요판(凹版), 평판(平版) 따위가 있다."
