"word" "definition"
"홀-순열" "기준 순열에서 자리 맞바꾸기를 홀수 번만큼 하여 얻은 순열. 예를 들어 기준 순열 (1, 2, 3, 4)에서 한 번만 교환한 (2, 1, 3, 4), (1, 2, 4, 3)이나 세 번 교환하여 얻어진 (2, 3, 4, 1) 따위를 이른다. ≒기순열."
