"word" "definition"
"두다" "일정한 곳에 놓다."
"두다" "어떤 상황이나 상태 속에 놓다."
"두다" "가져가거나 데려가지 않고 남기거나 버리다."
"두다" "기본 음식에 딴 재료를 섞어 넣다."
"두다" "이부자리나 옷 따위에 솜 따위를 넣다."
"두다" "사람을 머물거나 묵게 하다."
"두다" "진영 따위를 설치하다."
"두다" "직책이나 조직, 기구 따위를 설치하다."
"두다" "중요성이나 가치 따위를 부여하다."
"두다" "생각 따위를 가지다."
"두다" "인정, 사정 따위를 헤아려 주다."
"두다" "((‘적(籍)’을 목적어로 하여))공식적인 직장으로 가지다."
"두다" "행위의 준거점, 목표, 근거 따위를 설정하다."
"두다" "((주로 ‘두고’ 꼴로 쓰여))어떤 것을 일정한 방향으로 향하게 하다."
"두다" "((주로 ‘두었다가’ 꼴로 쓰여))사용하지 않고 보관하거나 간직하다."
"두다" "((주로 ‘두었다가’ 꼴로 쓰여))어떤 일을 처리하지 않고 미루다."
"두다" "시간적 여유나 공간적 간격 따위를 주다."
"두다" "((주로 ‘두고’ 꼴로 쓰여))어떤 상황이 어떤 시간이나 기간에 걸치다."
"두다" "【…을 …으로】사람을 데리고 쓰다."
"두다" "【…을 …으로】어떤 사람을 가족이나 친인척으로 가지다."
"두다" "【-ㄴ지를】((주로 ‘두고’ 꼴로 쓰여))어떤 것을 논쟁이나 감정, 언급의 대상으로 삼다."
"두다" "((주로 ‘두고’ 꼴로 쓰여))앞의 것을 부정하고 뒤의 것을 긍정하거나 선택할 때 쓴다."
"두다" "바둑이나 장기 따위의 놀이를 하다. 또는 그 알을 놓거나 말을 쓰다."
"두다" "((‘거리’를 목적어로 하여))"
"두다" "((‘…과’가 나타나지 않을 때는 여럿임을 뜻하는 말이 주어로 온다))세상이나 사람들과 밀접한 관계를 갖지 않고 얼마간 떨어져 있다."
"두다" "((‘…으로’, ‘-게’ 대신에 ‘-이/히’ 따위의 부사나 ‘-은 채’ 따위의 부사어가 쓰이기도 한다))"
"두다" "어떤 대상을 일정한 상태로 있게 하다."
"두다" "((동사 뒤에서 ‘-어 두다’ 구성으로 쓰여))"
"두다" "앞말이 뜻하는 행동을 끝내고 그 결과를 유지함을 나타내는 말. 주로 그 행동이 어떤 다른 일에 미리 대비하기 위한 것임을 보일 때 쓴다."
