"word" "definition"
"조건^제시법" "어떤 집합을 나타낼 때에, 그 집합에 속하는 원소들이 만족하는 조건을 제시하여 집합을 나타내는 방법. { x|x는 3보다 큰 자연수 } 따위이다."
