"word" "definition"
"십종^자재" "보살이 중생을 제도할 때 쓰는 열 가지의 자재한 힘. 명(命), 심(心), 자구(資具), 업(業), 수생(受生), 해(解), 원(願), 신력(神力), 법(法), 지자재(智自在)이다."
