"word" "definition"
"목-돈" "한몫이 될 만한, 비교적 많은 돈. ≒뭉칫돈「2」."
"목-돈" "『민속』굿할 때, 전물(奠物)을 차리고 별비(別備)에 쓰라고 무당에게 먼저 주는 돈."
