"word" "definition"
"루이스" "미국의 소설가(1885~1951). 미국의 위선, 속물주의, 배금주의 따위를 예리한 풍자 속에 견실한 리얼리즘의 수법으로 구사하였다. 만년에는 사회주의적인 경향을 보이기도 하였으며, 1930년에 노벨 문학상을 받았다. 작품에 , , , ,  따위가 있다."
