"word" "definition"
"머릿골^신경" "척추동물에서 뇌와 가슴 부분의 근육이나 감각 기관을 직접 연결시켜 주는 신경. 후각 신경, 시각 신경, 눈놀림 신경, 도르래 신경, 삼차 신경, 갓돌림 신경, 얼굴 신경, 속귀 신경, 혀 인두 신경, 미주 신경, 더부신경, 혀밑 신경의 12쌍으로 이루어져 있으며, 운동이나 감각을 맡고 있다."
