"word" "definition"
"작은-주홍부전나비" "부전나빗과의 곤충. 편 날개의 길이는 3.2cm 정도이다. 앞날개의 빛깔은, 봄형은 등색을 띤 붉은색에 검은 점이 흩어져 있고 여름형은 검은빛이 돈다. 뒷날개는 검은 갈색 바탕에 네 개의 검은 점무늬가 있고 뒷면은 잿빛 갈색이다. 한국, 일본, 중국, 시베리아, 유럽, 북아메리카 등지에 분포한다. (Lycaena phlaeas)"
