"word" "definition"
"김^생원^댁^지신풀이" "동래 지신밟기의 셋째 마당. 본래 집집마다 지신풀이를 하는 것이지만 편의상 김 생원 댁에서만 하는 것으로 가상한 놀이인데 대청 지신풀이, 큰방 성주풀이, 각방 치장풀이, 조왕 지신풀이, 우물 지신풀이, 장독 지신풀이, 고방 지신풀이, 마구간 지신풀이, 뒷간 지신풀이, 삽짝 지신풀이로 이루어져 있다."
