"word" "definition"
"금-떡쑥" "국화과의 한해살이풀. 줄기는 높이가 30~60cm이며, 잎은 다닥다닥 어긋나게 붙고 선형(線形)이며 끝이 뾰족하다. 8~10월에 누런 꽃이 줄기와 가지 끝에 산방(繖房) 화서로 피고, 어린잎은 식용한다. 들에서 자라는데 강원, 경기, 경남, 전남, 제주, 평북 등지에 분포한다. (Gnaphalium hypoleucum)"
