"word" "definition"
"이진-법" "숫자 0과 1만을 사용하여, 둘씩 묶어서 윗자리로 올려 가는 표기법. 십진법의 0, 1, 2, 3, 4는 이진법에서는 0, 1, 10, 11, 100이 된다."
