"word" "definition"
"팔대^보살" "정법(正法)을 지키고 중생을 옹호하는 여덟 보살. 경(經)에 따라 다르다. 약사경에서는 문수사리보살, 관세음보살, 득대세지보살, 무진의보살, 보단화보살, 약왕보살, 약상보살, 미륵보살을 이르며, 팔대 보살 만다라경에서는 관세음보살, 미륵보살, 허공장보살, 보현보살, 금강수보살, 문수보살, 제개장보살, 지장보살을 이른다."
