"word" "definition"
"흔한-가리비" "큰집가리빗과의 바닷조개. 껍데기의 길이는 12.5cm, 높이는 12cm, 너비는 3.5cm 정도이고 23~24개의 부챗살마루가 있으며 안쪽에도 이와 대등한 줄기가 있다. 몸은 갈색, 홍색, 자색, 황색, 등색 따위로 변화가 많고 바닷속의 암초에 붙어 사는데 한국, 일본, 중국 등지에 분포한다. (Chlamys nobilis) "
