"word" "definition"
"레오파르디" "이탈리아의 시인ㆍ언어학자(1798~1837). 청춘의 고독과 인간의 고뇌를 염세적으로 노래한 고전파의 대표 시인으로, 이탈리아의 고전을 간행하기도 하였다. 작품에 , , , , ,  따위가 있다. "
