"word" "definition"
"미켈란젤로" "이탈리아의 화가ㆍ조각가ㆍ건축가ㆍ시인(1475~1564). 작품에 조각 , ,  따위가 있으며, 건축가로서 산 피에트로 대성당의 설계를 맡았고 많은 시작(詩作)도 남겼다."
