"word" "definition"
"자발적^억지^원칙" "과거에 어업 실적이 전혀 없는 나라는 자동적으로 어업을 삼가야 한다는 원칙. 1952년 6월에 미국, 캐나다, 일본이 조인한 삼국 간의 북태평양 어업 조약상의 한 원칙으로, 국제법상의 ‘공해 자유의 원칙’과 대립된다. "
