"word" "definition"
"상생상극-론" "음양오행설에서, 오행의 상생과 상극 이론을 바탕으로 인체의 생리(生理)와 병리(病理)를 설명하는 이론. 간(肝)은 목(木), 심(心)은 화(火), 비(脾)는 토(土), 신(腎)은 수(水), 폐(肺)는 금(金)에 결부시켜서, 그 상호 간의 관계를 조장하는 것을 상생이라 하고 억제하는 것을 상극이라 하여, 목생화(木生火), 화생토(火生土) 따위는 상생이며 목극토(木克土), 화극금(火克金) 따위는 상극이라 한다."
