"word" "definition"
"이십이-현" "중국 당나라 정관(貞觀) 21년(647)에 공자묘에 배향된 스물두 명의 현인. 곧 좌구명, 복자하(卜子夏), 공양고, 곡량적(穀梁赤), 복승(伏勝), 고당생(高堂生), 대성(戴聖), 모장(毛萇), 공안국, 유향(劉向), 정중(鄭衆), 가규(賈逵), 두자춘(杜子春), 마융, 노식(盧植), 정현(鄭玄), 복건(服虔), 하휴(何休), 왕숙, 왕필, 두예, 범녕(范寗)을 이른다. "
