"word" "definition"
"대당-서역기" "중국 당나라 때에, 승려 현장(玄奘)이 서역에서 불경을 구한 행적을 기록한 견문록. 불교사의 기본 사료로 138개 국가의 불교 상황, 불교 고적, 제도, 풍속 따위가 상세히 기록되어 있다. 12권. ≒서역기."
