"word" "definition"
"수단" "성질이 거의 비슷한 바닷물이 일정한 해역에 뭉쳐 있는 큰 물 덩어리. 바닷물의 온도, 소금기, 영양 염류, 녹아 있는 기체의 농도, 투명도, 부유 생물, 색, 소리의 전파 속도 따위의 값이 비슷한 물 덩어리를 이른다. ‘물뭉치’로 다듬음."
