"word" "definition"
"점령^지역^경제^부흥^자금" "제이 차 세계 대전 후에, 미군 점령지의 질병ㆍ기아 따위로 인한 사회 불안을 제거하고 점령 행정을 원활하게 하기 위하여 미 육군 예산에서 지출한 자금. 우리나라에서는 주로 식량, 의약품, 석유 따위의 원조 물자를 제공받았으나 1948년에 정부 수립과 함께 중단되었다. ≒에로아ㆍ이아르오에이."
