"word" "definition"
"사계" "천계(天界), 지계(地界), 수계(水界), 양계(陽界)를 통틀어 이르는 말."
"사계" "『불교』이 세상의 모든 것을 구성하는 네 가지 기본적인 물질의 세계. 지계, 수계, 화계(火界), 풍계(風界)를 이른다."
