"word" "definition"
"오메가^시스템" "송신국에서 10.2, 11.33, 13.6KHz의 세 가지 전파를 보내면, 선박 따위가 그 전파를 받아 위상의 차이로 자신의 위치를 알아내어 항해하는 전파 항법 체계."
