"word" "definition"
"색경" "조선 현종ㆍ숙종 때에 박세당이 지은 농서. 구곡, 백과, 소채, 과호(瓜瓠), 마시(麻枲), 계돈, 아압, 봉어(蜂魚), 재목, 화약(花藥), 수한, 양잠 따위의 농사 이외에 축산, 원예, 수리, 기후에 이르기까지 농가에서 농사에 필요한 필수적인 지식을 기술하였다. 2권 2책의 사본(寫本)."
