"word" "definition"
"이부^상서" "중국에서, 이부(吏部)의 으뜸 벼슬."
"이부^상서" "고려 시대에 둔 이부(吏部)의 으뜸 벼슬. 품계는 정삼품으로, 공양왕 1년(1389)에 판서로 고쳤다."
