"word" "definition"
"팔좌" "중국 후한ㆍ진(晉)나라 때에, 육조의 상서(尙書) 및 일령(一令), 일복야(一僕射)를 통틀어 이르던 말."
"팔좌" "중국 위(魏)나라ㆍ송나라ㆍ제(齊)나라 때에, 오조(五曹)ㆍ일령ㆍ이복야를 통틀어 이르던 말."
"팔좌" "중국 수나라ㆍ당나라 때에, 좌우 복야와 영(令)과 육상서를 통틀어 이르던 말."
