"word" "definition"
"수익^자산" "수익을 가져오는 자산. 배당 이자를 받는 주식, 공채, 사채 따위가 있다."
"수익^자산" "은행 수익의 원천이 되는 할인, 대부, 유가 증권 따위를 통틀어 이르는 말."
