"word" "definition"
"가지-고비고사리" "고사릿과의 상록여러해살이풀. 잎자루는 길이가 50~60cm이며, 다갈색이다. 잎은 우상 복엽이며 지맥은 합쳐져서 그물맥이 된다. 뒷면에 홀씨주머니무리가 지맥을 따라 달린다. 산이나 들의 나무 그늘에서 자라는데 한국, 일본, 대만, 중국 등지에 분포한다. ≒가지고비. (Coniogramme japonica)"
