"word" "definition"
"잡다" "손으로 움키고 놓지 않다."
"잡다" "붙들어 손에 넣다."
"잡다" "짐승을 죽이다."
"잡다" "권한 따위를 차지하다."
"잡다" "돈이나 재물을 얻어 가지다."
"잡다" "실마리, 요점, 단점 따위를 찾아내거나 알아내다."
"잡다" "자동차 따위를 타기 위하여 세우다."
"잡다" "어떤 순간적인 장면이나 모습을 확인하거나 찍다."
"잡다" "일, 기회 따위를 얻다."
"잡다" "말 따위를 문제로 삼다."
"잡다" "노름 따위에서 어떤 끗수나 패를 가지다."
"잡다" "사람을 떠나지 못하게 말리다."
"잡다" "어떤 상태를 유지하다."
"잡다" "노래 따위를 제 박자와 음정에 맞게 부르다."
"잡다" "【…을 …으로】계획, 의견 따위를 정하다."
"잡다" "이야기 따위를 시작하다."
"잡다" "사람이 어떤 자세를 다른 사람 앞에서 취하다."
"잡다" "기세를 누그러뜨리다."
"잡다" "흥분되거나 들뜬 마음을 가라앉히다."
"잡다" "어느 한쪽으로 기울거나 굽거나 잘못된 것을 바르게 만들다."
"잡다" "남을 모해하여 곤경에 빠뜨리다."
"잡다" "물 따위를 일정한 정도로 차게 하다."
"잡다" "기분, 일 따위를 망치다."
"잡다" "담보로 맡다."
"잡다" "【…을 -게】어림하거나 짐작하여 헤아리다."
"잡다" "【…을 …에】자리, 방향, 날짜 따위를 정하다."
"잡다" "어떤 수나 가치 따위를 기준으로 세우다."
"잡다" "주름 따위를 만들다."
