"word" "definition"
"십칠-사" "중국 태고(太古)에서 오대(五代)까지의 17정사(正史). ≪사기≫, ≪한서≫, ≪후한서≫, ≪삼국지≫, ≪진서(晉書)≫, ≪송서≫, ≪남제서≫, ≪양서≫, ≪진서(陳書)≫, ≪후위서(後魏書)≫, ≪북제서≫, ≪주서≫, ≪수서≫, ≪남사≫, ≪북사≫, ≪신당서≫, ≪신오대사≫를 이른다."
