"word" "definition"
"박-화성" "소설가(1904~1988). 본명은 경순(景順). 호는 소영(素影). 1925년에 단편 로 등단하여 긴장감 있는 문체로 현실을 꿰뚫어 보는 글을 썼으며, 광복 후에는 남녀 애정 문제를 주제로 한 장편 소설을 많이 발표하였다. 작품에 , , ,  따위가 있다."
