"word" "definition"
"줄" "볏과의 여러해살이풀. 높이는 2미터 정도이며, 잎은 좁은 피침 모양이고 뭉쳐난다. 8~9월에 연한 노란색의 암꽃은 위쪽에, 붉은 자주색의 수꽃은 아래쪽에 원추(圓錐) 화서로 피고, 열매는 영과(穎果)를 맺는다. 열매와 어린싹은 식용하고 잎은 도롱이, 차양, 자리를 만드는 데에 쓴다. 못이나 물가에서 자라는데 한국, 일본, 중국, 시베리아 동부 등지에 분포한다. ≒줄풀ㆍ진고02(眞菰)ㆍ침고01(沈苽). (Zizania latifolia) "
