"word" "definition"
"백과전서-파" "18세기 프랑스 계몽 시대에, ≪백과전서≫의 집필과 간행에 참가하였던 계몽사상가들을 통틀어 이르는 말. 가톨릭교회와 절대 왕정에 반대하는 개혁을 지향하였으며, 이성적ㆍ합리주의적 태도로써 근대적인 지식과 사고 방법을 전파하여 프랑스 대혁명의 사상적 배경이 되었다. 디드로, 달랑베르, 볼테르, 케네, 마르몽텔(Marmontel, J.) 등이 대표적 인물이다. ≒백과사전파ㆍ백과전서가ㆍ앙시클로페디스트."
