"word" "definition"
"헤밍웨이" "미국의 소설가(1899~1961). 제일 차 세계 대전 때 종군한 경험을 바탕으로, 현실과 용감하게 싸우고 패배하는 인간의 모습을 간결하고 힘찬 문체로 묘사하였다. 1954년에 노벨 문학상을 받았다. 작품에 , ,  따위가 있다."
