"word" "definition"
"유-주현" "소설가(1921~1982). 호는 묵사(默史). 1948년 ≪백민(白民)≫에 단편 를 발표하여 등단하였다. 6ㆍ25 전쟁 때는 종군 작가단에 참여하였으며 중앙대 교수, 한국 소설가 협회 대표 위원 등을 지냈다. 작품에 대하 소설 , , ,  따위가 있고, 단편집에 ≪장씨 일가≫, ≪죽음이 보이는 안경≫ 따위가  있다."
