"word" "definition"
"이-중섭" "서양화가(1916~1956). 호는 대향(大鄕). 야수파의 영향을 받았으며 향토적이고 개성적인 그림을 남겼는데, 우리나라에 서구 근대화의 화풍을 도입하는 데 공헌하였다. 생활고로 그림 그릴 종이가 없어 담뱃갑 은종이에 많이 그렸는데, 예리한 송곳으로 그린 선화(線畫)는 표현의 영역을 넓혔다는 평가를 받는다. 작품에 , ,  따위가 있다."
