"word" "definition"
"황해남도" "광복 이후 북한이 신설한 도의 하나. 1954년 10월에 황해도의 해주, 벽성군, 옹진군, 장연군, 신천군, 송화군, 안악군, 은률군, 재령군, 연백군을 합하여 신설하였다. 도청 소재지는 해주, 면적은 8,294㎢."
