"word" "definition"
"이-현보" "조선 중종 때의 문신(1467~1555). 자는 비중(棐仲). 호는 농암(聾巖)ㆍ설빈옹(雪鬢翁). 벼슬은 지중추부사에 이르렀으며, 만년에 고향으로 은퇴하여 시가를 읊조리며 생활하였다. 작품에 , , , 저서에 ≪농암집≫ 따위가 있다."
