"word" "definition"
"고야" "에스파냐의 화가(1746~1828). 밝은 색채의 초상화ㆍ풍속화ㆍ종교화 따위를 그렸으며, 동판화(銅版畫)에도 뛰어났다. 날카로운 풍자가 가득 찬 리얼리즘 작품을 발표하였는데, 작품에 , , <5월 3일의 처형> 따위가 있다."
