"word" "definition"
"음-이름" "개개 음의 절대적인 높이를 가리키기 위하여 음마다 붙이는 이름. 서양 음악에서는 ‘C, D, E, F, G, A, B’, 우리나라에서는 ‘다, 라, 마, 바, 사, 가, 나’의 일곱 문자와 샤프(#), 플랫(♭) 따위로 나타낸다. 국악에서는 십이율의 이름을 쓴다. ≒음명."
