"word" "definition"
"매입-장" "상품이나 원재료의 매입에 관한 내역 명세를 발생순으로 기록하는 보조 기입장. 일자, 매입처, 품명, 수량, 단가, 금액, 지급 조건, 인수 비용 따위를 적는다."
