"word" "definition"
"이나" "((받침 있는 체언이나 부사어, 합성 동사의 선행 요소 따위의 뒤에 붙어))마음에 차지 않는 선택, 또는 최소한 허용되어야 할 선택이라는 뜻을 나타내는 보조사. 때로는 가장 좋은 것을 선택하면서 마치 그것이 마음에 차지 않는 선택인 것처럼 표현하는 데 쓰기도 한다."
"이나" "((받침 있는 체언이나 부사어 뒤에 붙어))마치 현실의 것인 양 가정된 가장 좋은 선택이라는 뜻을 나타내는 보조사. 빈정거리는 뜻이 드러난다."
"이나" "((받침 있는 체언이나 부사어 뒤에 붙어))어떤 대상이 최선의 자격 또는 조건이 됨을 뜻하는 보조사."
"이나" "((수량이나 정도를 나타내는, 받침 있는 체언이나 부사어 뒤에 붙어))수량이 크거나 많음, 혹은 정도가 높음을 강조하는 보조사. 흔히 놀람의 뜻이 수반된다."
"이나" "((수량이나 정도를 나타내는, 받침 있는 체언이나 부사어 뒤에 붙어))수량이나 정도를 어림잡는 뜻을 나타내는 보조사."
"이나" "((수량의 단위나 정도를 나타내는, 받침 있는 말 뒤에 붙어))많지는 않으나 어느 정도는 됨을 나타내는 보조사."
"이나" "((받침 있는 체언이나 부사어 뒤에 붙어))여러 가지 중에서 어느 것을 선택해도 상관없음을 나타내는 보조사. 맨 뒤에 나열되는 말에는 붙지 않을 때도 있다."
"이나" "((받침 있는 체언이나 부사어 뒤에 붙어))비교의 뜻을 나타내는 보조사. 뒤 절에는 결국 같다는 뜻을 가진 말이 온다."
"이나" "((받침 있는 체언이나 부사어 뒤에 붙어))"
"이나" "둘 이상의 사물을 같은 자격으로 이어 주는 접속 조사. 나열되는 사물 중 하나만이 선택됨을 나타낸다."
