"word" "definition"
"현미-경" "눈으로는 볼 수 없을 만큼 작은 물체나 물질을 확대해서 보는 기구. 대물렌즈, 접안렌즈, 조명 장치 따위로 된 광학 현미경 외에 금속 현미경, 위상차(位相差) 현미경, 편광(偏光) 현미경, 자외선 현미경, 전자 현미경 따위가 있다."
