"word" "definition"
"쇠-뒤지" "땃쥣과의 하나. 몸의 길이는 5cm, 꼬리의 길이는 4cm 정도이며, 등 쪽이 어두운 갈색, 배 쪽이 연한 살색이다. 꼬리는 비교적 털이 많고 몸 옆구리에 악취를 내는 분비선이 있어 자기 몸을 보호한다. 산지에 살고 주로 밤에 나와 곤충, 지렁이, 지네, 달팽이 따위를 잡아먹는다. 백두산, 사할린, 아무르, 홋카이도 등지에 분포한다. (Sorex gracillimus)"
