"word" "definition"
"생의^철학" "삶의 체험에서 모든 것을 파악하려고 한 철학. 19세기 중반부터 20세기 초에 걸쳐 유럽에서 일어났는데, 독일 관념론의 합리주의나 과학주의적인 기계론에 반대하고 의지나 직관을 중요하게 여겼다. 쇼펜하우어, 키르케고르, 니체 등이 주장하였다. ≒생명 철학ㆍ생철학."
