"word" "definition"
"상-공원" "조선 시대에, 육두비전에서 도중(都中)의 일을 의결하던 임원을 통틀어 이르던 말. 도영위, 대행수, 부영위, 수영위, 차지영위, 별임영위 들이 있었다."
