"word" "definition"
"무지기" "부녀자들이 명절이나 잔치 때에 겉치마가 부풀어 오르게 보이려고 치마 속에 입던 통치마의 하나. 1, 3, 5, 7의 홀수로 입는데, 끝을 각기 다른 빛깔로 물을 들여 가장 긴 것이 무릎 아래에 이르고 차차 짧아지므로 다 입으면 무지개의 빛깔을 이루게 된다. "
